file,row_index,target_value,value_type,data_Marital status,data_Application mode,data_Application order,data_Course,data_Daytime/evening attendance	,data_Previous qualification,data_Previous qualification (grade),data_Nacionality,data_Mother's qualification,data_Father's qualification,data_Mother's occupation,data_Father's occupation,data_Admission grade,data_Displaced,data_Educational special needs,data_Debtor,data_Tuition fees up to date,data_Gender,data_Scholarship holder,data_Age at enrollment,data_International,data_Curricular units 1st sem (credited),data_Curricular units 1st sem (enrolled),data_Curricular units 1st sem (evaluations),data_Curricular units 1st sem (approved),data_Curricular units 1st sem (grade),data_Curricular units 1st sem (without evaluations),data_Curricular units 2nd sem (credited),data_Curricular units 2nd sem (enrolled),data_Curricular units 2nd sem (evaluations),data_Curricular units 2nd sem (approved),data_Curricular units 2nd sem (grade),data_Curricular units 2nd sem (without evaluations),data_Unemployment rate,data_Inflation rate,data_GDP,data_Target,data_First_Sem_Success_Rate,data_Second_Sem_Success_Rate
train_cleaned.csv,2637,0.999998000004,float64,1,17,1.0,9085.0,1,1,139.0,1,38,38,5.0,3.0,136.2,0,0,0,1,0,0,19,0,0,5,7,5.0,13.0,0,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2649,0.999998000004,float64,1,1,1.0,9147.0,1,1,150.0,1,37,37,9.0,6.0,138.5,0,0,0,1,0,1,18,0,0,5,5,5.0,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2668,0.999998000004,float64,1,1,1.0,9085.0,1,1,140.0,1,3,1,2.0,4.0,124.1,0,0,0,1,0,0,18,0,0,5,12,5.0,14.5,0,0,5,5,5,13.6,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2669,0.999998000004,float64,1,1,3.5,9147.0,1,1,126.0,1,1,19,4.0,8.0,120.1,1,0,0,1,0,0,19,0,0,5,7,5.0,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2672,0.999998000004,float64,1,1,2.0,9085.0,1,1,130.0,1,1,38,5.0,5.0,122.3,1,0,0,1,0,0,18,0,0,5,10,5.0,14.333333333333334,0,0,5,8,5,13.0,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2728,0.999998000004,float64,1,1,1.0,9670.0,1,1,154.0,1,1,1,5.0,7.0,154.7,0,0,0,1,0,1,18,0,0,5,6,5.0,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2750,0.999998000004,float64,1,1,1.0,9991.0,1,1,143.0,1,19,37,5.0,8.0,135.0,0,0,0,1,0,1,20,0,0,5,5,5.0,12.4,0,0,5,6,5,12.833333333333334,0,10.8,1.4,1.74,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2755,0.999998000004,float64,1,39,1.0,9119.0,1,1,133.1,1,37,19,9.0,3.0,123.0,0,0,0,1,1,1,28,0,0,5,16,3.0,14.333333333333334,0,0,5,9,5,12.428571428571429,0,9.4,-0.8,-3.12,Enrolled,0.5999988000024,0.999998000004
train_cleaned.csv,2771,0.999998000004,float64,1,18,3.5,9119.0,1,1,136.0,1,3,2,2.0,3.0,125.2,1,0,0,1,1,0,19,0,0,5,9,5.0,11.833333333333334,0,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled,0.999998000004,0.999998000004
train_cleaned.csv,2798,0.999998000004,float64,1,39,1.0,9991.0,1,1,133.1,1,19,37,7.0,5.0,155.5,1,0,0,1,1,0,34,0,0,5,6,5.0,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout,0.999998000004,0.999998000004
train_cleaned.csv,2845,0.999998000004,float64,1,39,1.0,9991.0,1,1,130.0,1,1,1,4.0,10.0,115.2,0,0,0,1,1,0,24,0,0,5,5,4.0,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,Enrolled,0.7999984000032001,0.999998000004
train_cleaned.csv,2850,0.999998000004,float64,1,1,1.0,9085.0,1,1,124.0,1,2,1,4.0,10.0,117.4,1,0,0,1,0,0,19,0,0,5,7,4.0,12.75,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate,0.7999984000032001,0.999998000004
train_cleaned.csv,2851,0.999998000004,float64,1,17,1.0,9147.0,1,1,136.0,1,1,1,4.0,4.0,124.1,0,0,0,1,0,0,18,0,0,5,8,5.0,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2871,0.999998000004,float64,1,1,3.0,9130.0,1,1,162.5,1,37,37,16.5,16.5,159.3,0,0,0,1,0,0,19,0,0,5,7,5.0,14.714285714285714,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2877,0.999998000004,float64,1,1,3.5,9147.0,1,1,118.0,1,19,19,9.0,9.0,114.2,1,0,0,1,1,0,20,0,0,5,9,3.0,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate,0.5999988000024,0.999998000004
train_cleaned.csv,2880,0.999998000004,float64,1,17,3.5,9085.0,1,1,128.0,1,38,37,4.0,9.0,117.9,1,0,0,1,0,0,20,0,0,5,12,2.0,13.5,0,0,5,12,5,11.285714285714286,0,10.8,1.4,1.74,Graduate,0.3999992000016,0.999998000004
train_cleaned.csv,2896,0.999998000004,float64,1,1,2.0,9670.0,1,1,135.0,1,1,3,4.0,3.0,133.3,0,0,0,1,0,0,19,0,0,5,5,5.0,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2910,0.999998000004,float64,1,1,3.0,9147.0,1,1,115.0,1,1,38,3.0,8.0,109.8,1,0,0,1,0,1,19,0,0,5,5,5.0,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2941,0.999998000004,float64,1,17,3.5,9147.0,1,1,133.0,1,1,1,4.0,5.0,136.2,1,0,0,1,0,0,19,0,0,5,6,5.0,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2945,0.999998000004,float64,1,44,1.0,9147.0,1,1,117.4,1,19,1,4.0,9.0,117.4,1,0,0,1,0,0,21,0,0,7,10,6.0,11.333333333333334,0,0,5,6,5,11.2,0,11.1,0.6,2.02,Graduate,0.8571416326548106,0.999998000004
train_cleaned.csv,2985,0.999998000004,float64,1,17,3.0,9147.0,1,1,147.0,1,19,38,5.0,7.0,132.3,1,0,0,1,0,1,18,0,0,5,5,5.0,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2996,0.999998000004,float64,1,17,1.0,9119.0,1,1,148.0,1,1,38,4.0,5.0,148.7,0,0,0,1,1,0,18,0,0,5,6,5.0,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,2997,0.999998000004,float64,1,1,1.0,9085.0,1,1,144.0,1,3,3,6.0,6.0,137.6,1,0,0,1,0,1,19,0,0,5,6,5.0,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3030,0.999998000004,float64,1,1,2.0,9085.0,1,1,127.0,1,38,37,5.0,7.0,123.9,1,0,0,1,0,0,18,0,0,5,9,4.0,13.0,0,0,5,8,5,13.142857142857142,0,10.8,1.4,1.74,Graduate,0.7999984000032001,0.999998000004
train_cleaned.csv,3046,0.999998000004,float64,1,17,3.5,9147.0,1,1,120.0,1,38,19,9.0,9.0,111.3,1,0,0,1,0,0,21,0,0,5,5,5.0,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3049,0.999998000004,float64,1,1,2.0,9670.0,1,1,124.0,1,19,1,9.0,4.0,117.7,1,0,0,1,1,0,20,0,0,5,5,4.0,12.0,0,0,5,6,5,11.6,0,9.4,-0.8,-3.12,Dropout,0.7999984000032001,0.999998000004
train_cleaned.csv,3058,0.999998000004,float64,1,1,1.0,9991.0,1,1,150.0,1,37,37,9.0,9.0,131.8,0,0,0,1,0,0,29,0,0,5,6,4.0,12.25,0,0,5,6,5,10.166666666666666,0,10.8,1.4,1.74,Dropout,0.7999984000032001,0.999998000004
train_cleaned.csv,3059,0.999998000004,float64,1,51,1.0,9991.0,1,1,127.0,1,37,37,8.0,4.0,100.1,0,0,0,1,0,0,31,0,0,5,5,5.0,14.0,0,0,5,5,5,13.8,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3119,0.999998000004,float64,1,1,1.0,9130.0,1,1,152.0,1,19,37,9.0,8.0,135.6,1,0,0,1,1,0,18,0,0,5,5,5.0,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout,0.999998000004,0.999998000004
train_cleaned.csv,3127,0.999998000004,float64,1,17,3.0,9147.0,1,1,118.0,1,1,19,5.0,7.0,118.0,0,0,0,1,0,0,20,0,0,5,11,4.0,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled,0.7999984000032001,0.999998000004
train_cleaned.csv,3133,0.999998000004,float64,1,1,1.0,9085.0,1,1,123.0,1,30,19,4.0,16.5,122.3,0,0,0,1,0,0,18,0,0,5,6,5.0,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3158,0.999998000004,float64,1,17,3.5,9085.0,1,1,138.0,1,19,36,16.5,7.0,134.9,1,0,0,1,0,0,20,0,0,5,7,4.0,12.4,0,0,5,9,5,12.666666666666666,0,7.6,2.6,0.32,Graduate,0.7999984000032001,0.999998000004
train_cleaned.csv,3173,0.999998000004,float64,1,1,1.0,9085.0,1,1,130.0,1,37,11,16.5,16.5,122.6,0,0,0,1,0,0,18,0,0,5,5,5.0,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3175,0.999998000004,float64,1,1,1.0,9085.0,1,1,135.0,1,1,2,9.0,1.0,134.3,1,0,0,1,0,0,19,0,0,5,7,5.0,14.2,0,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,0.999998000004,0.999998000004
train_cleaned.csv,3186,0.999998000004,float64,1,39,1.0,9991.0,1,1,120.0,1,37,38,5.0,5.0,155.7,0,0,0,1,1,0,33,0,0,5,5,5.0,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3225,0.999998000004,float64,1,17,2.0,9147.0,1,1,146.0,1,38,37,6.0,6.0,143.9,0,0,0,1,0,0,18,0,0,5,11,5.0,11.333333333333334,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3232,0.999998000004,float64,1,1,1.0,9130.0,1,1,133.0,1,38,38,5.0,8.0,120.4,1,0,0,1,0,0,20,0,0,5,9,4.0,12.0,0,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduate,0.7999984000032001,0.999998000004
train_cleaned.csv,3233,0.999998000004,float64,1,42,1.0,9119.0,1,1,150.0,1,38,37,5.0,8.0,133.5,1,0,0,1,1,0,21,0,0,5,10,5.0,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3258,0.999998000004,float64,1,7,1.0,9991.0,1,1,120.0,1,43,3,3.0,3.0,120.0,0,0,0,1,0,0,27,0,0,5,5,5.0,15.2,0,0,5,6,5,14.0,0,11.1,0.6,2.02,Enrolled,0.999998000004,0.999998000004
train_cleaned.csv,3275,0.999998000004,float64,1,1,1.0,9085.0,1,1,134.0,1,38,19,9.0,4.0,128.4,1,0,0,1,0,1,19,0,0,5,7,5.0,12.5,0,0,5,8,5,12.714285714285714,0,10.8,1.4,1.74,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3277,0.999998000004,float64,1,1,3.0,9085.0,1,1,135.0,1,3,2,4.0,3.0,121.0,1,0,0,1,0,0,18,0,0,5,14,3.0,12.333333333333334,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Enrolled,0.5999988000024,0.999998000004
train_cleaned.csv,3282,0.999998000004,float64,1,17,3.5,9147.0,1,1,131.0,1,37,38,5.0,5.0,128.9,0,0,0,1,0,1,18,0,0,5,7,5.0,11.6,0,0,5,11,5,11.4,0,16.2,0.3,-0.92,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3308,0.999998000004,float64,1,1,1.0,9147.0,1,1,156.0,1,3,19,3.0,3.0,151.1,0,0,0,1,1,0,19,0,0,5,7,5.0,13.6,0,0,5,11,5,12.833333333333334,0,16.2,0.3,-0.92,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3332,0.999998000004,float64,1,43,1.0,9130.0,1,1,102.5,1,3,4,3.0,2.0,100.0,0,0,0,1,0,0,19,0,0,5,10,5.0,14.857142857142858,0,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled,0.999998000004,0.999998000004
train_cleaned.csv,3333,0.999998000004,float64,1,1,1.0,9119.0,1,1,162.5,1,19,19,4.0,4.0,160.55,0,0,0,1,1,1,18,0,0,5,6,5.0,16.997500000000002,0,0,5,8,5,17.170833333333334,0,12.4,0.5,1.79,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3356,0.999998000004,float64,1,1,1.0,9147.0,1,1,162.5,1,1,38,3.0,9.0,160.55,0,0,0,1,0,1,18,0,0,5,6,5.0,16.333333333333332,0,0,5,5,5,15.4,0,15.5,2.8,-4.06,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3371,0.999998000004,float64,1,1,2.0,9085.0,1,1,140.0,1,37,38,9.0,7.0,137.0,0,0,0,1,0,0,18,0,0,5,12,5.0,13.142857142857142,0,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3385,0.999998000004,float64,1,17,1.0,9147.0,1,1,127.0,1,1,37,4.0,8.0,121.1,1,0,0,1,1,1,20,0,0,5,11,4.0,12.0,0,0,5,5,5,12.8,0,11.1,0.6,2.02,Graduate,0.7999984000032001,0.999998000004
train_cleaned.csv,3389,0.999998000004,float64,1,15,1.0,9147.0,1,1,150.0,1,38,1,9.0,1.0,150.0,0,0,0,1,1,0,19,0,0,5,5,5.0,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3392,0.999998000004,float64,1,18,1.0,9147.0,1,1,128.0,1,19,19,9.0,5.0,121.7,1,0,0,1,0,0,19,0,0,5,8,5.0,11.0,0,0,5,6,5,15.4,0,12.4,0.5,1.79,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3402,0.999998000004,float64,1,1,1.0,9130.0,1,1,150.0,1,5,5,2.0,2.0,146.2,0,0,0,1,0,0,18,0,0,5,12,4.0,13.0,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout,0.7999984000032001,0.999998000004
train_cleaned.csv,3406,0.999998000004,float64,1,1,2.0,9085.0,1,1,160.0,1,4,19,2.0,5.0,160.55,1,0,0,1,0,0,18,0,0,5,8,5.0,16.166666666666668,0,0,5,9,5,14.285714285714286,0,9.4,-0.8,-3.12,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3426,0.999998000004,float64,1,1,1.0,9147.0,1,1,127.0,1,2,19,4.0,5.0,121.8,0,0,0,1,0,0,18,0,0,5,5,5.0,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3436,0.999998000004,float64,1,7,1.0,9119.0,1,1,140.0,1,3,1,2.0,5.0,140.0,0,0,0,1,1,0,23,0,0,5,5,5.0,13.8,0,0,5,7,5,14.142857142857142,0,11.1,0.6,2.02,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3457,0.999998000004,float64,1,17,1.0,9085.0,1,1,125.0,1,1,37,4.0,9.0,117.0,1,0,0,1,0,1,19,0,0,5,6,4.0,12.0,0,0,5,8,5,13.333333333333334,0,10.8,1.4,1.74,Graduate,0.7999984000032001,0.999998000004
train_cleaned.csv,3481,0.999998000004,float64,1,39,1.0,9991.0,1,1,102.5,1,19,19,4.0,4.0,113.0,0,0,0,1,1,1,34,0,0,5,9,4.0,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,0.7999984000032001,0.999998000004
train_cleaned.csv,3485,0.999998000004,float64,1,39,1.0,9991.0,1,1,120.0,1,19,19,9.0,3.0,113.9,1,0,0,1,0,0,34,0,0,5,8,5.0,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3489,0.999998000004,float64,1,17,3.5,9119.0,1,1,124.0,1,4,12,2.0,9.0,119.5,1,0,0,1,1,0,20,0,0,5,5,5.0,14.8,0,0,5,5,5,17.170833333333334,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3505,0.999998000004,float64,1,39,1.0,9991.0,1,1,162.5,1,37,19,9.0,3.0,151.1,0,0,0,1,1,0,34,0,0,5,9,5.0,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3521,0.999998000004,float64,1,1,1.0,9147.0,1,1,117.0,1,38,19,5.0,7.0,118.1,0,0,0,1,1,0,19,0,0,5,6,5.0,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3526,0.999998000004,float64,1,1,3.5,9119.0,1,1,126.0,1,19,19,7.0,3.0,116.6,1,0,0,1,1,1,20,0,0,5,6,5.0,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate,0.999998000004,0.999998000004
train_cleaned.csv,3530,0.999998000004,float64,1,39,1.0,9147.0,1,1,133.1,1,37,37,9.0,7.0,139.4,0,0,0,1,0,0,34,0,0,5,6,5.0,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled,0.999998000004,0.999998000004
train_cleaned.csv,15,0.8999991000009,float64,1,53,1.0,9003.0,1,1,130.0,1,19,1,9.0,9.0,130.0,0,0,0,1,1,0,21,0,0,10,16,10.0,11.8,0,0,10,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled,0.999999000001,0.8999991000009
train_cleaned.csv,107,0.8999991000009,float64,1,1,1.0,8378.5,1,1,125.0,1,19,19,5.0,4.0,136.2,1,0,0,1,1,0,21,0,0,10,12,10.5,11.545454545454543,0,0,10,16,9,11.7,0,8.9,1.4,3.51,Enrolled,1.04999895000105,0.8999991000009
train_cleaned.csv,130,0.8999991000009,float64,1,43,1.0,9991.0,1,1,120.0,1,37,37,9.0,8.0,122.5,1,0,0,1,0,0,29,0,0,10,16,8.0,10.5,0,0,10,16,9,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,0.7999992000008,0.8999991000009
train_cleaned.csv,249,0.8999991000009,float64,1,39,1.0,8378.5,1,1,140.0,1,37,3,9.0,10.0,160.55,0,0,0,1,1,0,34,0,0,10,16,9.0,12.333333333333334,0,0,10,16,9,11.0,0,12.4,0.5,1.79,Enrolled,0.8999991000009,0.8999991000009
train_cleaned.csv,265,0.8999991000009,float64,1,42,1.0,9853.0,1,1,120.0,1,1,19,4.0,7.0,111.3,0,0,0,1,0,0,24,0,0,10,16,10.0,11.5,0,0,10,16,9,10.444444444444445,0,16.2,0.3,-0.92,Dropout,0.999999000001,0.8999991000009
train_cleaned.csv,626,0.8999991000009,float64,1,7,1.0,8378.5,1,1,120.0,1,2,3,2.0,2.0,120.0,0,0,0,1,0,0,18,0,0,10,16,10.5,13.846153846153848,0,0,10,15,9,12.555555555555555,0,15.5,2.8,-4.06,Dropout,1.04999895000105,0.8999991000009
train_cleaned.csv,1016,0.8999991000009,float64,1,43,1.0,9238.0,1,1,149.0,1,37,37,9.0,6.0,130.5,1,0,0,1,0,0,28,0,0,10,11,9.0,11.666666666666666,0,0,10,13,9,12.555555555555555,0,10.8,1.4,1.74,Graduate,0.8999991000009,0.8999991000009
train_cleaned.csv,1298,0.8999991000009,float64,1,39,1.0,9003.0,1,1,133.1,1,37,37,9.0,9.0,110.0,0,0,0,1,1,0,34,0,0,10,16,7.0,12.0,0,0,10,16,9,11.22222222222222,0,15.5,2.8,-4.06,Graduate,0.6999993000007,0.8999991000009
train_cleaned.csv,1315,0.8999991000009,float64,1,42,1.0,9238.0,1,1,133.1,1,1,19,4.0,9.0,134.0,0,0,0,1,0,0,21,0,0,10,16,10.5,13.272727272727272,0,0,10,13,9,13.0,0,7.6,2.6,0.32,Graduate,1.04999895000105,0.8999991000009
train_cleaned.csv,2097,0.8999991000009,float64,1,43,1.0,9238.0,1,1,110.0,1,37,37,9.0,9.0,110.0,0,0,0,1,0,0,34,0,0,10,16,10.5,10.692307692307692,0,0,10,16,9,12.307692307692308,0,15.5,2.8,-4.06,Enrolled,1.04999895000105,0.8999991000009
train_cleaned.csv,2247,0.8999991000009,float64,1,15,1.0,9853.0,1,1,133.1,1,43,1,16.5,16.5,128.2,0,0,0,1,0,0,23,0,0,10,16,10.5,14.625,0,0,10,12,9,14.88888888888889,0,8.9,1.4,3.51,Graduate,1.04999895000105,0.8999991000009
train_cleaned.csv,2541,0.8999991000009,float64,1,1,1.0,8378.5,1,1,133.1,1,3,1,2.0,4.0,128.2,1,0,0,1,0,0,20,0,0,10,13,10.5,11.23076923076923,0,0,10,16,9,12.77777777777778,0,11.1,0.6,2.02,Graduate,1.04999895000105,0.8999991000009
train_cleaned.csv,2543,0.8999991000009,float64,1,42,1.0,9003.0,1,1,120.0,1,3,1,2.0,6.0,128.2,1,0,0,1,1,0,24,0,0,9,13,8.0,13.333333333333334,0,0,10,12,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled,0.8888879012356653,0.8999991000009
train_cleaned.csv,2554,0.8999991000009,float64,1,42,1.0,9773.0,1,1,120.0,1,34,34,0.0,0.0,122.0,1,0,0,1,0,0,34,0,0,10,11,10.0,12.2,0,0,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate,0.999999000001,0.8999991000009
train_cleaned.csv,2767,0.8999991000009,float64,1,16,1.0,8378.5,1,1,145.0,1,3,3,3.0,3.0,155.0,1,0,0,1,0,0,24,0,0,10,16,10.5,12.909090909090908,0,0,10,15,9,13.555555555555555,0,12.4,0.5,1.79,Enrolled,1.04999895000105,0.8999991000009
train_cleaned.csv,2779,0.8999991000009,float64,1,43,1.0,9991.0,1,1,120.0,1,37,37,9.0,9.0,120.0,0,0,0,1,0,0,34,0,0,10,12,9.0,12.22222222222222,0,0,10,12,9,13.0,0,9.4,-0.8,-3.12,Dropout,0.8999991000009,0.8999991000009
train_cleaned.csv,2828,0.8999991000009,float64,1,51,1.0,9500.0,1,1,162.5,1,1,1,4.0,10.0,125.0,0,0,0,1,1,0,20,0,0,7,7,7.0,15.66,0,0,10,11,9,15.011111111111113,0,11.1,0.6,2.02,Graduate,0.9999985714306124,0.8999991000009
train_cleaned.csv,2847,0.8999991000009,float64,1,51,1.0,9991.0,1,1,120.0,1,1,4,4.0,10.0,118.1,0,0,0,1,1,0,28,0,0,10,16,10.5,12.0,0,0,10,13,9,11.333333333333334,0,8.9,1.4,3.51,Dropout,1.04999895000105,0.8999991000009
train_cleaned.csv,2891,0.8999991000009,float64,1,43,1.0,9991.0,1,1,140.0,1,37,37,3.0,10.0,107.8,0,0,0,1,0,0,33,0,0,10,15,8.0,10.375,0,0,10,13,9,10.444444444444445,0,7.6,2.6,0.32,Enrolled,0.7999992000008,0.8999991000009
train_cleaned.csv,2894,0.8999991000009,float64,1,43,1.0,9991.0,1,1,140.0,1,38,37,5.0,6.0,117.3,0,0,0,1,0,0,28,0,0,10,15,6.0,10.666666666666666,0,0,10,16,9,11.333333333333334,0,7.6,2.6,0.32,Enrolled,0.5999994000006,0.8999991000009
train_cleaned.csv,3382,0.8999991000009,float64,1,2,1.0,9147.0,1,1,120.0,1,37,37,9.0,9.0,120.0,0,0,0,1,1,0,34,0,0,10,16,10.5,11.75,0,0,10,16,9,12.22222222222222,0,9.4,-0.8,-3.12,Dropout,1.04999895000105,0.8999991000009
train_cleaned.csv,16,0.9999987500015626,float64,1,1,1.0,9500.0,1,1,127.0,1,3,1,2.0,8.0,121.4,0,0,0,1,1,0,20,0,0,7,10,5.0,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled,0.7142846938790088,0.9999987500015626
train_cleaned.csv,32,0.9999987500015626,float64,1,17,1.0,9500.0,1,1,137.0,1,38,37,7.0,5.0,131.0,1,0,0,1,0,1,18,0,0,8,8,8.0,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,Graduate,0.9999987500015626,0.9999987500015626
train_cleaned.csv,33,0.9999987500015626,float64,1,1,3.5,9500.0,1,1,129.0,1,37,37,9.0,9.0,117.1,1,0,0,1,0,0,30,0,0,7,7,7.0,14.692857142857145,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,Graduate,0.9999985714306124,0.9999987500015626
train_cleaned.csv,42,0.9999987500015626,float64,1,17,1.0,9556.0,1,1,133.0,1,38,37,9.0,9.0,124.4,1,0,0,1,0,1,18,0,0,7,7,7.0,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate,0.9999985714306124,0.9999987500015626
train_cleaned.csv,45,0.9999987500015626,float64,1,1,2.0,9500.0,1,1,134.0,1,19,19,9.0,9.0,125.8,1,0,0,1,0,0,18,0,0,7,8,7.0,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,0.9999985714306124,0.9999987500015626
train_cleaned.csv,63,0.9999987500015626,float64,1,1,2.0,9500.0,1,1,138.0,1,3,3,2.0,2.0,127.5,1,0,0,1,0,1,18,0,0,7,7,7.0,14.485714285714286,0,0,8,9,8,14.58888888888889,0,16.2,0.3,-0.92,Graduate,0.9999985714306124,0.9999987500015626
train_cleaned.csv,85,0.9999987500015626,float64,1,17,3.5,9500.0,1,1,143.0,1,38,1,9.0,7.0,130.6,1,0,0,1,0,1,18,0,0,7,8,7.0,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,Graduate,0.9999985714306124,0.9999987500015626
train_cleaned.csv,96,0.9999987500015626,float64,1,1,1.0,9500.0,1,1,141.0,1,19,38,5.0,7.0,125.5,0,0,0,1,0,0,18,0,0,8,10,8.0,12.86,0,0,8,10,8,12.86,0,9.4,-0.8,-3.12,Graduate,0.9999987500015626,0.9999987500015626
train_cleaned.csv,117,0.9999987500015626,float64,1,1,3.5,9500.0,1,1,141.0,1,1,38,4.0,5.0,125.0,1,0,0,1,0,1,18,0,0,8,8,8.0,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12,Graduate,0.9999987500015626,0.9999987500015626
train_cleaned.csv,121,0.9999987500015626,float64,1,39,1.0,9556.0,1,1,102.5,1,38,38,9.0,9.0,130.0,0,0,0,1,0,0,32,0,0,7,10,7.0,11.0,0,0,8,8,8,13.125,0,12.7,3.7,-1.7,Graduate,0.9999985714306124,0.9999987500015626
